number_of_slot,number_of_day,number_of_weekday,number_of_hour,stream.1,stream.2,stream.3,stream.4,stream.5,advertising_earnings.1,advertising_earnings.2,advertising_earnings.3,advertising_earnings.4,advertising_earnings.5,bandwidth_available_OTT
992,42,7,8,0.0,0.47908284,0.633924529,1.033938614,5.655644147,4.431949259042019,0.5882603881772029,2.3470276466832924,2.0395159214589467,4.626130319531337,5.603267156
993,42,7,9,0.0,0.7073983290000001,0.318029768,0.7872189709999999,2.670151054,4.771927272684894,0.21585175740000134,2.4264330721529475,2.03147809196522,4.618977475176658,3.303250378
994,42,7,10,0.0,1.704348251,0.22848456,0.6647765520000001,1.117660026,4.763426600461061,0.3271590669073686,2.3697654527735965,2.0385109572305615,4.639628793972365,2.637882426
995,42,7,11,0.0,0.543208712,0.35191814200000004,0.951357535,2.522649702,4.929079885011627,0.40925806012157,2.264639978929685,2.0719315594631684,4.616233084766015,1.622755446
996,42,7,12,0.0,0.542104286,0.067178189,0.25552694800000003,2.186752247,4.28992708418552,0.3222489157525373,2.5996148797018184,1.9861737779154665,4.63869959471529,1.261423558
997,42,7,13,0.0,1.079612928,0.089786693,0.187535577,1.079878735,4.046590530341582,0.09587088122964144,2.447778513894175,1.9179471438520408,4.628358503434167,0.749777529
998,42,7,14,0.0,1.41905364,0.513591857,0.277630888,1.755415529,3.2926875952095456,1.032425305158678,2.3711407233155612,1.9644305448005093,4.639012745669077,0.5384214860000001
999,42,7,15,0.0,1.495126828,0.695033465,0.071251097,0.5122602039999999,4.475910716257417,1.81755938599884,2.323616126365365,1.9610572068227088,4.626669019593204,0.898058357
1000,42,7,16,0.0,1.4688543280000002,1.624096627,0.293619165,1.416932841,3.9170086494035097,2.0630290756667398,2.2453458300126767,1.9902560751860925,4.636864804094927,0.8227662920000001
1001,42,7,17,0.0,1.081679897,1.127044884,0.23587511,0.641064131,3.35733971613333,0.7623822218790325,2.2803244247261945,1.9135152866848844,4.6382281367987686,0.461833847
1002,42,7,18,0.0,1.0569752959999998,0.578317816,0.273574799,3.1132396860000005,4.567701477974854,0.16032898856172495,2.3115355920014657,1.9879123932214493,4.629944487892313,0.033861569
1003,42,7,19,0.0,1.110096953,0.166280412,0.325068818,1.632729598,4.271267127431603,0.6438643957547062,2.3791326500160297,1.915437430645636,4.635678938832308,0.001582696
1004,42,7,20,0.0,0.989294088,1.763908935,0.17722068,2.968827446,4.786519743069928,1.6874516588342965,2.3661332172312703,1.9162629455856723,4.637084605122348,0.48493957
1005,42,7,21,0.0,0.651426094,2.568953504,0.798111355,4.488681306,4.277712380491262,1.0831092950998558,2.4338639576012593,1.9775023949936208,4.642053375164786,0.7705150190000001
1006,42,7,22,0.0,0.394069948,1.25389248,1.340104836,4.519671922,4.965272830904555,1.6413802435979794,2.422258378553793,1.9057559346485056,4.639876387610309,0.840444746
1007,42,7,23,0.0,0.314568872,0.34670696799999995,0.446732194,9.327887533,4.769816052057801,0.1454109372220537,2.3624804104653387,2.0129208582274463,4.639888846548897,1.478485315
1008,42,7,24,0.0,0.141324599,0.983404352,0.255173813,4.217869276,4.737871065820501,1.1282752228066772,2.3549336816494564,1.959127897392156,4.631364880909613,3.1788368460000003
1009,43,1,1,0.0,0.143396918,1.7205812459999998,0.5372706979999999,0.0,4.799003087362012,0.5609742408303817,2.3927760704920353,2.0296996782353984,4.613029013115665,4.452937534
1010,43,1,2,0.0,0.286663122,0.490789675,0.246369699,0.0,3.758341172766905,0.5590004663871764,2.590828171194267,1.9239929097827435,4.629111691585599,5.615417394
1011,43,1,3,0.0,0.597671666,0.293964891,0.287591035,0.0,4.1431166856496855,0.33176414934971393,2.40947042473593,1.9658567119560817,4.6405577581807105,6.391571619
1012,43,1,4,0.0,0.747884963,1.010353716,0.064392505,0.0,4.248237639184088,1.619575841437324,2.5784313350830153,1.9768377783947415,4.617263906938625,6.6158391010000015
1013,43,1,5,0.0,0.645086218,0.786485337,0.252947665,0.0,3.3833498385049463,1.01190872578506,2.589778985248382,1.9820040386239215,4.618558728656182,7.434242977
1014,43,1,6,0.0,0.438320256,0.595275824,0.145608591,0.0,4.5702708459088655,0.556238312878061,2.2745592888757407,1.934166684833147,4.627380392079175,7.995222593999999
1015,43,1,7,0.0,0.802465497,0.976346865,1.212843954,0.0,4.4262022633380065,0.348444894309897,2.4582757898349805,2.061420273460951,4.630083111369849,6.0033823339999985
1016,43,1,8,0.0,0.365580641,0.268604,0.254779821,0.0,3.755947084185654,0.033051110946711884,2.2423855748563444,1.968907493408711,4.621664481898964,4.921419837
1017,43,1,9,0.0,0.886976137,0.254679463,0.927261964,0.0,4.805059226452516,0.28311321144303964,2.428657809562518,1.9400518803250681,4.625989836609199,3.864228637
1018,43,1,10,0.0,1.331794142,0.301294243,0.706723891,0.0,4.083861458629996,1.3302256482094283,2.4961658358497045,2.0062826252755026,4.631100621795966,2.658549182
1019,43,1,11,0.0,0.52413674,0.460901227,0.772264345,0.0,3.6712052928624175,1.0237176793641636,2.472836534126217,2.0176009081406505,4.610830390484852,1.644143242
1020,43,1,12,0.0,0.634860316,0.60629588,0.770939652,0.0,4.701779133541144,0.8851118732863128,2.7297010522530614,1.9260778158049476,4.616284341994668,1.249506002
1021,43,1,13,0.0,0.814196073,0.184797192,0.149372279,0.0,3.3567944535364567,1.6636910353055312,2.368853747652127,1.946438610612354,4.629689805478673,0.734960542
1022,43,1,14,0.0,1.376974036,0.298811939,0.12792046,0.0,4.595044915765238,1.7133371147088945,2.3345784641473166,2.0376126309351443,4.628658065712567,0.531998636
1023,43,1,15,0.0,1.666360354,0.550299853,0.124383862,0.0,3.7676305155703376,0.5162914759392616,2.3334611384702577,1.951488041882424,4.619870354483714,0.86022922
1024,43,1,16,0.0,1.369416595,0.624927641,0.112173556,0.0,3.893591972149621,0.4656611765022093,2.4910815611945307,1.9902767150993124,4.640084269143912,0.855981331
1025,43,1,17,0.0,0.803034081,0.187054689,0.362879216,0.0,4.3447428716086245,0.030763719033230788,2.2525040929145983,1.9435444560711463,4.634596136808431,0.434883404
1026,43,1,18,0.0,1.047616392,1.699921551,0.517298437,0.0,4.781815737637611,1.4314486270492996,2.599012218399396,1.9348342940308616,4.622088700148969,0.047667004000000006
1027,43,1,19,0.0,1.207340951,0.443064476,0.447374064,0.0,4.1612900664004435,1.3998008047535462,2.3757151736909004,1.9866331264350032,4.637448231636267,0.041558268
1028,43,1,20,0.0,0.935054702,1.052915627,0.931106093,0.0,4.526140258796474,0.484053448929518,2.341298948270408,1.983189205017032,4.631959606455019,0.503975728
1029,43,1,21,0.0,0.606347497,2.103307975,0.597274353,0.0,3.514157419280358,0.03832275798882465,2.7025075076101057,2.0395330063616246,4.639648581209472,0.7304874259999999
1030,43,1,22,0.0,0.397838004,1.696776859,1.030644667,0.0,3.9593490566344394,1.0171593452056966,2.3076804646202658,1.9825493849242484,4.6105674886115695,0.884304621
1031,43,1,23,0.0,0.256529791,0.29176562100000003,0.421901422,0.0,4.440140150587496,0.1233071926305772,2.2025821365764577,1.9310063404875897,4.605047207171351,1.241238945
1032,43,1,24,0.0,0.174287043,0.648099055,0.267024449,0.0,4.7994464441744835,0.21489044043745714,2.2706124623814916,1.9965777879415965,4.634569463897474,3.223310872
1033,44,2,1,0.326721973,0.300361349,1.319464608,0.6397581720000001,2.020141633,2.4749306454904487,0.8964672727750422,2.6140238925518218,2.0493646005276998,4.6292902638699855,5.174862959
1034,44,2,2,0.266090405,0.5071100479999999,1.026761484,0.37874869,1.7340386419999998,4.329757603216877,0.3026401917133549,2.249745861289838,1.9213164326763617,4.627723681834718,5.6949372920000005
1035,44,2,3,0.48814746,1.0428154859999998,0.572481543,0.161791878,2.770482824,3.9093385410650017,0.7134187728094712,2.2781638831357034,1.9926756433721189,4.6354283793552105,6.682123651
1036,44,2,4,0.6727219390000001,1.6748514680000002,1.70903074,0.181527477,0.8780869659999999,4.123063866323592,0.7998897762997748,2.381429035331997,1.9790111413894105,4.635436303544416,6.727168297
1037,44,2,5,0.761564659,1.107356338,2.137349017,0.188235776,1.237642519,3.8649744903873255,0.7981362549131812,2.295154936915371,2.1738046816513474,4.629408446970616,6.668950425
1038,44,2,6,0.57501419,0.991219185,2.449546104,0.064318161,1.889325935,4.879604497225012,0.01737552308835849,2.521416607490791,1.9854885484157485,4.63232875706908,6.750521882999999
1039,44,2,7,0.5096468239999999,1.211065397,1.4430758,1.249701816,1.944380705,4.877345311776796,1.2288263713311542,2.2778791587734903,1.976656371498739,4.636000335479065,6.2691478620000005
1040,44,2,8,0.307423071,0.879302128,0.239917681,0.8804565059999999,2.375409728,3.975547283167224,0.9647386301814771,2.661468457784259,1.975962302877022,4.634247683030647,4.843569596
1041,44,2,9,0.468166179,1.413656055,0.180369816,1.049225957,1.873477096,4.119303644076739,0.2742529586160161,2.4035702452103687,2.0935456362858034,4.635175057181144,3.346211939
1042,44,2,10,0.466448391,3.289337453,0.030656816,0.7106126429999999,0.794840085,2.706445278224149,0.22483134951686676,2.5586897462890144,2.083699170854956,4.631527711677316,2.76481441
1043,44,2,11,0.419073805,0.976154568,0.354865169,0.186819204,0.968736584,3.8571373547678336,0.019959211966014374,2.313458430847004,1.9341758591960996,4.638109698157162,1.871631716
1044,44,2,12,0.58097498,1.101879303,0.39464088,0.898523595,1.044993733,2.8221418074142313,0.6142066077217235,2.2719050173247917,1.98178210796106,4.627491046873526,1.315604737
1045,44,2,13,0.482518407,2.191546874,0.186015906,0.248776431,0.468697708,4.053972984194742,1.1291163474801942,2.3312615865294752,1.9604474471620636,4.61862677339089,0.774792409
1046,44,2,14,0.842934603,2.506759962,0.515975341,0.269890565,0.8825044959999999,4.001879023126803,0.31852961877282204,2.471761132998092,1.9886355259917183,4.638290875426815,0.585081244
1047,44,2,15,0.933154282,3.153363987,0.582836946,0.203328501,0.430364521,4.868298946477325,1.3005726376175404,2.587682989474978,1.9473120191082431,4.638081629606932,0.950297511
1048,44,2,16,0.634710154,2.913702372,2.147469775,0.214364884,0.912620519,4.273408281993701,0.5113554951704584,2.3252819648849283,1.9670820278403287,4.6278332220596585,0.954033868
1049,44,2,17,0.936771531,1.589701688,1.861255628,0.290490667,0.378149081,3.7007118612589567,0.3910937740931493,2.5234817231947133,1.9105195745615429,4.636654404205486,0.421624631
1050,44,2,18,1.787719401,2.406204062,1.354941569,0.342739096,1.220369968,4.9079699027529164,0.677729204668763,2.570995220505281,1.9623595997862568,4.63934809682799,0.029269763
1051,44,2,19,1.301098887,2.374142677,0.917105083,0.19651345,0.772090108,4.835612251849749,0.3598770543147716,2.4512330584688446,1.9556504002082893,4.626736840556953,0.057066137
1052,44,2,20,1.793616919,2.017935557,1.220223261,0.8822816370000001,1.504424829,4.027044718624292,0.5252750480508573,2.3787880961374355,1.9890158326662928,4.62979736926914,0.470872697
1053,44,2,21,1.077942461,1.078694043,3.317550696,1.546714186,1.419661707,3.8812797556121694,1.1983021495811752,2.4299965551893274,2.014258154648623,4.6107922600309745,0.738820053
1054,44,2,22,1.022224264,0.711632982,0.956817302,1.46162715,2.670837301,4.0939145596485815,0.43550950370719216,2.4858012593132104,2.0024162922629274,4.623503916544126,0.899360293
1055,44,2,23,0.8546010209999999,0.574140537,0.215642072,0.7901748209999999,4.596198042,4.483162503524113,0.7646073962624862,2.5961718879674245,2.1182813839310617,4.62439730802808,1.356591694
1056,44,2,24,0.638325851,0.32967155,0.2141567,0.382255086,2.793269964,4.194046826420983,0.8091349971655319,2.2778278932344733,2.02359777378058,4.634186273513234,3.066794584
1057,45,3,1,0.452701017,0.0,2.638181989,0.323006281,2.73833646,3.9131148947554704,0.5461421193250974,2.400241258135812,1.9401440204795573,4.641085839122354,5.366128957
1058,45,3,2,0.169806845,0.0,1.151969564,0.456545629,2.035210666,2.624031530554768,0.9600660975315992,2.4263528875136293,1.9130474337799332,4.61966406802196,5.696314084
1059,45,3,3,0.440057529,0.0,0.477120263,0.186514257,2.6874495360000004,4.800154679312759,0.3848580402863256,2.5084055597833785,1.9724028794332165,4.635354893994293,6.467883972999999
1060,45,3,4,0.560288425,0.0,0.8104107490000001,0.270401792,1.418624194,2.801154297228168,1.2326623362326352,2.542979615515789,2.010767645475027,4.62826193201516,6.571537755
1061,45,3,5,0.557031124,0.0,0.597560678,0.260683268,1.369109759,4.215812393987264,0.42115240593096936,2.64731579200878,1.9092199679869444,4.635353893935174,6.765873573
1062,45,3,6,0.741854951,0.0,2.193755371,0.16779203899999998,1.728360462,3.3272135612184845,2.333394274707165,2.3133534032476755,1.9829890128680616,4.6401537565547475,6.875653523
1063,45,3,7,0.480647744,0.0,1.215330683,0.527366946,1.947457071,4.206081347255674,2.8901587018904418,2.6142636107605783,1.9849327989433525,4.638786458620478,5.957620436
1064,45,3,8,0.30022423800000003,0.0,0.35091072,0.66531179,1.7369515080000002,4.476740496529093,0.2215520572546702,2.259065667510777,2.0344043898731807,4.616650794838092,5.1156246880000005
1065,45,3,9,0.616435053,0.0,0.423355618,0.4911004020000001,1.832314053,4.496923713852026,1.1798107924308252,2.2528179232446557,2.0275685362801643,4.617760813334997,3.886817867
1066,45,3,10,0.8798240620000001,0.0,0.138307713,1.065135344,0.912304034,3.313288118003165,1.3762267045961627,2.2897089668239383,1.9663631234969228,4.630237780581148,2.762409419
1067,45,3,11,0.319047867,0.0,0.501561397,0.304815086,1.473564755,3.658243323801525,2.027481334003305,2.5092958118985753,2.0434763514191667,4.631046562198523,1.841586314
1068,45,3,12,0.396905131,0.0,0.349897171,0.822285624,0.7676182690000001,4.711957731053669,0.9234338584335581,2.277249015216194,1.9561960514764825,4.625566171164626,1.488141287
1069,45,3,13,0.880898328,0.0,0.24416614,0.132641906,0.405981105,3.818399720186081,1.3163778733690057,2.4501229654586183,1.9348173308711136,4.641401734016374,0.662523305
1070,45,3,14,0.8678939809999999,0.0,0.58162679,0.076470718,0.75031337,4.6981750925710335,1.1643858339644728,2.3389890061781298,1.92577446708992,4.621101413117799,0.577106738
1071,45,3,15,0.650293983,0.0,0.99532976,0.159626417,0.466728461,4.567436793546794,0.638177857862871,2.3564644994915143,2.0942900786430347,4.6409402331615865,0.984937809
1072,45,3,16,0.430410317,0.0,1.183945381,0.082642273,0.893870376,4.312907098940607,0.3848626741634154,2.4424293684188862,2.0286322022958223,4.642513865615124,0.972419582
1073,45,3,17,1.030368152,0.0,0.938747737,0.348021084,0.297697042,3.6041689748740335,0.464208378324865,2.470414203433703,1.9244910860997064,4.646062454282936,0.453950286
1074,45,3,18,1.198786257,0.0,0.482616388,0.306010248,1.308658673,3.7703441251507375,1.9416155044752412,2.3149306272861807,2.0012267804080377,4.6224198424160114,0.031865321
1075,45,3,19,2.873166326,0.0,0.819738086,0.798655923,0.6841605190000001,4.7522341983662875,2.1441449476777987,2.4262667292835416,1.9843292069970055,4.639127010818021,0.053368589
1076,45,3,20,1.766525216,0.0,1.079142481,1.086460114,1.194290956,4.922144468664488,0.06359457711065764,2.513829212873272,2.011258799335528,4.639382080859281,0.493407497
1077,45,3,21,1.3786605630000002,0.0,1.608230921,1.37778974,1.483340869,2.868179474659667,0.5672077257890424,2.2931230411564036,2.081345863161107,4.603775630287517,0.670992688
1078,45,3,22,0.456733417,0.0,0.285175299,0.553624125,1.81056042,4.676624968437925,1.4704479360529006,2.2373881155720063,1.919928634629028,4.639137895560577,0.8415190990000001
1079,45,3,23,0.587855596,0.0,1.355496683,0.8957032659999999,4.616675648999999,4.467298216935187,0.7324183333141194,2.3502341824108397,2.0320620481175684,4.627167561464385,1.326741341
1080,45,3,24,0.82402135,0.0,1.128049741,1.064606013,1.757755406,4.72621604642619,0.2948282541975929,2.263236085458725,1.9273638507823998,4.626158972430968,2.919678782
1081,46,4,1,0.324573658,0.388097037,1.828862781,0.0,2.587398609,4.456715496643885,0.2853818921482345,2.3516389830195563,1.996139140951385,4.623699478865115,4.793622018
1082,46,4,2,0.165776333,0.49043574,2.333769184,0.0,2.414887192,4.617759224745306,0.28866449409584205,2.3588747573701543,2.065592532097764,4.625121536277656,6.431346314
1083,46,4,3,0.480496289,1.303327292,2.0026323130000003,0.0,1.556189277,4.464012925747486,0.7723053584594773,2.5692056147527405,1.9851205404331635,4.635231185684152,6.554837082000001
1084,46,4,4,0.546780512,1.689646938,3.134664283,0.0,1.0339096490000002,4.728165589530791,0.3714158996845084,2.445970708905314,1.9872450658340928,4.630920907071243,7.127889456
1085,46,4,5,1.016339677,1.639912764,4.374450705,0.0,1.420848019,2.848659479090714,0.13930263804685467,2.2731122484785007,1.93083727907668,4.62851242916656,6.862250042
1086,46,4,6,0.7190879379999999,1.062179244,0.6643273679999999,0.0,1.490560094,4.968074317949706,1.1616784508446454,2.3398281624376156,1.9934097164223596,4.631875679978424,6.685948947999999
1087,46,4,7,0.383404074,1.3212003209999998,2.941904945,0.0,3.070932172,3.582907600947613,0.4737812737997056,2.484872531854332,2.0224193122908583,4.6269619397810535,6.462796908
1088,46,4,8,0.289089095,0.7846724070000001,0.8272872509999999,0.0,3.005492613,3.9739395805535094,0.21221831854629167,2.3711917772227773,1.917681371636742,4.63231938209002,5.015936828
1089,46,4,9,0.820917025,1.457412754,0.417641234,0.0,1.754718765,3.9997204855071113,0.5386097849704387,2.2482280689379155,2.1044447812558875,4.637355371819479,3.953029821
1090,46,4,10,0.5999522270000001,2.661330224,0.382134766,0.0,0.8400690820000001,4.475254557121024,1.338709939768233,2.407735113354027,1.9558736716390912,4.617373840861641,2.738239155
1091,46,4,11,0.37055773,0.971425857,0.360130812,0.0,1.245626024,4.465840865128526,0.18148243607061212,2.481252140585665,2.019797903839055,4.638222815902048,1.816134832
1092,46,4,12,0.673821791,1.357829236,0.262591543,0.0,0.782234478,4.392776751116127,0.6267033678847472,2.447264551072545,2.0218905855295395,4.6393299951499865,1.4474665480000002
1093,46,4,13,0.5023465020000001,2.239247472,0.4174000370000001,0.0,0.615068889,4.09775567692733,0.820032830939976,2.28578228233671,1.9873555933824087,4.622341819460655,0.750013795
1094,46,4,14,0.744144778,2.23070441,0.25898075600000003,0.0,0.738533452,4.575532441062018,1.81336299769311,2.3110155244404704,1.9646228220651956,4.63969109374098,0.591543744
1095,46,4,15,0.997307423,4.227667549,2.098330586,0.0,0.317425814,5.119809763833277,0.6743760711714625,2.2951135133339178,1.9438370002921133,4.633907511507972,0.8594546470000001
1096,46,4,16,0.915302637,2.9721735610000004,3.461710627,0.0,0.643883911,5.0361333446798895,0.00971024196397996,2.3473749259149894,1.9793900103427955,4.61758567958575,0.8526853659999999
1097,46,4,17,0.536308586,1.690631966,3.791249461,0.0,0.48825921,4.096872164142488,0.9369836172551016,2.375552745475828,1.936856012221223,4.6257795999506195,0.487483264
1098,46,4,18,1.3042496959999998,2.303589116,3.633723793,0.0,1.57441338,4.242835946311678,0.1982426872338611,2.3099414117856663,1.945957682023401,4.598128156965026,0.023667535
1099,46,4,19,2.29331141,2.44401634,1.575320579,0.0,1.014938979,4.07947024160089,0.22650470159155844,2.4540176391844715,1.9650890738734892,4.614743710186088,0.013758894
1100,46,4,20,2.283733331,2.177689717,3.74120641,0.0,1.514032609,3.689557913799165,0.8780276515137032,2.5516446961812167,1.929125289032468,4.628827253626869,0.439934287
1101,46,4,21,1.263985295,1.104254153,5.63790215,0.0,2.286469817,3.782337729594048,0.2626524239831813,2.3542333242273643,1.964878583489372,4.631983323491426,0.717203061
1102,46,4,22,0.581147755,0.777742065,3.386514667,0.0,2.189262194,2.998445118677339,0.7876324487193807,2.4788970793283447,2.057611465720416,4.632517015788719,0.904465403
1103,46,4,23,0.580220442,0.6530622229999999,2.423323641,0.0,4.379502092,4.252425010366947,1.3388651729940328,2.4495857600440116,2.014847723454792,4.597081905865153,1.465798713
1104,46,4,24,0.589716967,0.378335082,0.989857785,0.0,2.798117425,4.8514185271886685,0.8104426869144052,2.206860408476392,1.921926044649635,4.634864471143586,3.021857052
1105,47,5,1,0.247143218,0.189789615,4.3459091989999985,0.520811308,5.739876643,3.4984055374619505,1.1874777743088614,2.315943703258514,1.9555865775401025,4.616431764953021,4.861418191
1106,47,5,2,0.202183256,0.246309337,1.274762944,0.73325153,4.994224076,4.095180982416139,1.2280828438824352,2.3135236969121613,1.9353437490447103,4.610034882839064,6.030506916
1107,47,5,3,0.35923350200000004,0.660955382,0.6967196040000001,0.051561829,5.8124422110000005,3.8979990554738944,2.2540195209286544,2.3518800832354256,2.099961036844176,4.626998417592321,6.842831007999999
1108,47,5,4,0.8047637320000001,0.845054427,3.622531464,0.171568585,2.163545698,4.5733764549715605,0.6424811666985696,2.3065538844212794,1.992313590467922,4.623142187747541,7.689799669
1109,47,5,5,1.124284238,0.6967598690000001,2.698851727,0.266527494,3.623304012,3.4922749038921577,0.5186812696816043,2.5030592186869103,2.0338521583166584,4.632750250075273,7.480224907999999
1110,47,5,6,0.480628823,0.507526667,5.754086175,0.133199942,3.070523478,4.562193694925325,0.4280955881689436,2.4962823748077745,1.9651022088005636,4.619801874214687,7.371932087
1111,47,5,7,0.274336838,0.602731396,0.309311378,1.556332492,5.789854574,4.2494965860877265,0.5426113809478931,2.488436794824361,2.045350096789623,4.639073079027579,6.442788743
1112,47,5,8,0.489088224,0.375538543,1.132794564,1.073953095,6.320437859,4.5717509574262865,0.0773455267325502,2.5085629923661874,1.9022107234584995,4.6361881605973245,5.669228417999999
1113,47,5,9,0.343361099,0.758851156,0.263060777,0.956769549,4.1207895080000005,4.264674998980881,0.940680186605696,2.2781023249920707,2.0163445642953217,4.620511922923416,3.639985944
1114,47,5,10,0.7293254490000001,1.642069188,0.624732959,0.567126506,1.147753535,3.7843336879450082,0.20809603080354788,2.4007922739692407,1.987367958788832,4.609245362908141,2.742542573
1115,47,5,11,0.462324724,0.4059250720000001,0.363962201,0.286923379,2.909404567,4.8348664285332585,0.5627442724200422,2.641285024537328,1.961500786688616,4.633090093536525,1.632541044
1116,47,5,12,0.557005251,0.655560895,0.630757329,0.508001417,1.517171216,4.5508506857739945,0.9989135729110192,2.2798785989538786,1.997668017555537,4.636057538632771,1.508803059
1117,47,5,13,0.5331470389999999,1.131917983,0.420222706,0.152960682,1.208963962,3.729216949483888,1.1017397605189927,2.513170162366232,1.9387905849392548,4.638816873246156,0.7301361279999999
1118,47,5,14,1.077602108,1.4814360780000002,0.578988291,0.24942099,1.23417449,4.564732766103687,0.20841876725390834,2.732330035209785,2.0239289141964103,4.640059282962247,0.519698995
1119,47,5,15,0.7083959329999999,1.535372525,1.479770165,0.096543389,0.5183173520000001,5.1483122276207975,0.485491353651643,2.4816691950531533,1.9736948625293682,4.622205953921148,0.875402916
1120,47,5,16,0.922902464,1.300037711,2.9931753960000003,0.051187276,1.244995087,4.316309783593393,0.07821197555543905,2.2848650794459826,1.9153021987208545,4.637924746229036,0.905196287
1121,47,5,17,0.624658646,1.076596765,0.49384734,0.390239949,0.775767408,4.213382853373967,0.4754549464554335,2.2920133040123103,1.9677714591949789,4.635872474145653,0.504777556
1122,47,5,18,1.598596573,1.069352877,1.768410055,0.248022309,4.1432981889999985,3.5076870840220247,1.364694148010138,2.4158913112449643,2.0759702620228726,4.626637938235246,0.000360313
1123,47,5,19,2.076422368,1.227857502,2.197927835,0.572588119,1.801481428,4.5201398538592406,0.06319987457495893,2.3359460046839384,1.9109837623834312,4.640550732103926,0.042631562000000005
1124,47,5,20,2.178708774,1.192963899,3.592050003,0.597520962,2.073943223,4.854479316787408,0.4994340650907453,2.2788957965052874,1.9638251138538327,4.638618920035189,0.491667446
1125,47,5,21,1.360645141,0.540400863,2.373224622,0.263442097,2.731858509,4.002285914939458,0.1330630192182852,2.4672942260750106,1.9815780387753037,4.605030999187117,0.722817775
1126,47,5,22,0.998129117,0.369890706,0.8481158759999999,0.785682152,4.961023305,4.216941723646442,0.3406820502268421,2.38821461077975,1.970155812887684,4.628587786855976,0.894455708
1127,47,5,23,0.513350309,0.269252514,2.4117704140000003,0.249856047,9.874599923,4.537409753230821,1.1962678389320045,2.26309336478429,1.9518859257707768,4.626288793757415,1.348570565
1128,47,5,24,0.839583115,0.142087993,2.241522048,1.039889508,4.957013118,3.1566648539865554,0.6362246247545793,2.586578315141104,1.9316972002113941,4.640070814097605,3.225502077
1129,48,6,1,0.0,0.184862689,1.83275847,0.487539281,7.931587952999999,4.266790914907599,0.3590384698286955,2.357242871793308,2.0337123846968983,4.640131458130946,5.377107682999999
1130,48,6,2,0.0,0.268537631,1.24767803,0.535674915,4.892869636,4.37197806427148,0.7855434296366127,2.6818776411710967,2.025827441963143,4.606646132368248,6.100770579
1131,48,6,3,0.0,0.632523084,2.435798356,0.234082482,5.157556746,4.810985239032705,0.6396613907678228,2.5905354391277986,1.9730243694634697,4.61163875783676,6.919861374
1132,48,6,4,0.0,0.643817564,3.724667688,0.251105476,4.526484512,4.675745731074811,0.3861652656712036,2.3131734419511147,1.9308198730033697,4.634260633564113,6.653453288
1133,48,6,5,0.0,0.539468025,1.823048234,0.113926048,5.257212191,3.984292544934681,0.5103530410419437,2.313033581818241,1.9555286054935612,4.6237041856494185,7.403259612999999
1134,48,6,6,0.0,0.46696687,1.200152813,0.100490281,6.5918717870000005,4.063891413278617,0.6785169978359573,2.5514695901489453,1.926780275506176,4.626092670987921,7.025926648
1135,48,6,7,0.0,0.573659254,1.296558342,0.412040389,9.913367511,4.447109039261118,1.7394396123094529,2.4744458479317597,2.0084701355167254,4.630865412723085,5.958365885
1136,48,6,8,0.0,0.43770353,0.276309433,0.941842551,7.7126476739999985,3.287706965660313,2.070522198475915,2.3821138115617124,2.101254017619143,4.6305590957575085,5.086530401
1137,48,6,9,0.0,0.66317514,0.512153167,0.218313854,5.892373247999999,4.533465063284625,0.8068092205148019,2.364937026692795,1.9436395103616382,4.631143418920448,3.528049149
1138,48,6,10,0.0,1.302753952,0.166520671,0.445641026,2.557704927,3.93461288322586,0.28437504141222925,2.5957923125736717,2.0326149426604743,4.640611332243727,2.476026202
1139,48,6,11,0.0,0.52367259,1.051013788,0.299152725,3.252425906,4.2325442356540215,1.2678794515342546,2.3597763838838777,1.9310664172048482,4.622793897442362,1.960170808
1140,48,6,12,0.0,0.452480242,0.87067008,0.737191574,2.504262824,4.33617389445898,0.7904085871770005,2.365170957029461,1.9285269372866487,4.631133061688672,1.266420748
1141,48,6,13,0.0,0.8887037,0.073806049,0.127538861,1.437667887,4.871981379349439,0.07812220898484218,2.368240525730032,2.098922819845749,4.6372003480193404,0.788517846
1142,48,6,14,0.0,1.3958145780000002,1.011358678,0.109318663,2.796677901,4.700314746557251,0.8059454393476596,2.358779255957522,2.054368314272049,4.629428949324046,0.596011
1143,48,6,15,0.0,1.721755128,2.243978589,0.124474352,1.269698906,4.748396334087088,1.0967543652217366,2.60256345749496,1.9970404928994123,4.625361931174032,0.993648389
1144,48,6,16,0.0,1.4930385119999998,2.280701674,0.176709785,1.569936734,4.294827528105022,0.5456377647896169,2.3909758553167584,1.937568452162296,4.6129338172407595,0.920705911
1145,48,6,17,0.0,1.075291641,1.91017597,0.233363256,1.29780043,4.1060551198016535,0.9738863809972812,2.324758674264473,1.9764754387782584,4.633732186222939,0.509677495
1146,48,6,18,0.0,1.024654058,1.013487243,0.506122438,5.94278184,4.484815065918072,0.028381515576178674,2.459750590677995,2.005081427268955,4.620672005943921,0.025544974
1147,48,6,19,0.0,1.146578759,0.811500795,0.480574403,3.408545718,4.94594939907568,0.8594229565502531,2.3165703658789742,2.087813275740449,4.616631897341242,0.038763057
1148,48,6,20,0.0,1.328413849,3.142516992,0.441159879,5.713945784,4.424231467551516,1.1331070002904338,2.5385099614721227,1.9868803473208956,4.620495892712479,0.51324903
1149,48,6,21,0.0,0.6776631120000001,1.233669022,0.533286113,6.557336939,3.2839740700428752,1.4898008414168784,2.3669100786273183,1.9276776516582592,4.625680079865045,0.7654103390000001
